Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1773688102,8,,Aggregated,7.800000,0.000000,590,720,800,820,910,970,1100,1100,1300,1300,1300,148,0,550.0,526.3897275000533,2.078280000205268,1313.3633399993414,174.31756756756758
1773688103,8,,Aggregated,6.500000,0.000000,590,740,800,840,920,1000,1100,1100,1300,1300,1300,155,0,590.0,538.9334970968306,2.078280000205268,1313.3633399993414,174.3483870967742
1773688104,8,,Aggregated,5.600000,0.000000,630,740,810,840,920,1000,1100,1100,1300,1300,1300,162,0,610.0,549.4284072222703,2.078280000205268,1313.3633399993414,174.35185185185185
1773688105,8,,Aggregated,5.200000,0.000000,630,740,810,840,920,1000,1100,1100,1300,1300,1300,172,0,630.0,553.3941469186576,2.078280000205268,1313.3633399993414,174.3372093023256
1773688106,8,,Aggregated,5.400000,0.000000,630,740,810,840,920,1000,1100,1100,1300,1300,1300,180,0,610.0,554.3764640000518,2.078280000205268,1313.3633399993414,174.32777777777778
1773688107,8,,Aggregated,5.400000,0.000000,630,740,810,840,920,970,1100,1100,1300,1300,1300,188,0,630.0,560.506576117066,2.078280000205268,1313.3633399993414,174.3244680851064
1773688108,8,,Aggregated,5.200000,0.000000,610,740,800,820,920,970,1100,1100,1300,1300,1300,198,0,600.0,561.1334936364148,2.078280000205268,1313.3633399993414,174.3181818181818
1773688109,8,,Aggregated,5.200000,0.000000,600,720,790,820,910,970,1000,1100,1300,1300,1300,209,0,600.0,558.620548708189,2.078280000205268,1313.3633399993414,174.32535885167465
1773688110,8,,Aggregated,5.600000,0.000000,590,710,790,820,910,970,1000,1100,1300,1300,1300,218,0,590.0,558.5147702752718,2.078280000205268,1313.3633399993414,174.3302752293578
1773688111,8,,Aggregated,5.700000,0.000000,590,710,790,820,910,970,1000,1100,1300,1300,1300,227,0,590.0,559.3016505727425,2.078280000205268,1313.3633399993414,174.33920704845815
1773688112,8,,Aggregated,6.700000,0.000000,610,700,770,810,910,970,1000,1100,1300,1300,1300,237,0,610.0,563.9916284810769,2.078280000205268,1313.3633399993414,174.34599156118142
1773688113,8,,Aggregated,7.700000,0.000000,610,700,770,800,900,960,1000,1100,1300,1300,1300,246,0,600.0,562.6582554878707,2.078280000205268,1313.3633399993414,174.35365853658536
1773688114,8,,Aggregated,8.500000,0.000000,590,690,760,800,890,960,1000,1100,1300,1300,1300,256,0,590.0,557.1559958203809,2.078280000205268,1313.3633399993414,174.36328125
1773688115,8,,Aggregated,9.000000,0.000000,590,680,750,790,890,950,1000,1100,1300,1300,1300,269,0,590.0,547.5480202974617,2.078280000205268,1313.3633399993414,174.364312267658
1773688116,8,,Aggregated,9.300000,0.000000,580,680,750,790,880,950,1000,1100,1300,1300,1300,279,0,580.0,544.9931548387655,2.078280000205268,1313.3633399993414,174.36200716845877
1773688117,8,,Aggregated,9.500000,0.000000,580,680,740,790,870,950,1000,1100,1300,1300,1300,289,0,580.0,544.3824951903498,2.078280000205268,1313.3633399993414,174.34948096885813
1773688118,8,,Aggregated,9.800000,0.000000,580,670,730,770,860,950,1000,1100,1300,1300,1300,298,0,580.0,545.4377960738733,2.078280000205268,1313.3633399993414,174.34228187919464
1773688119,8,,Aggregated,9.900000,0.000000,580,670,730,770,860,930,1000,1100,1300,1300,1300,308,0,580.0,543.8971198052367,2.078280000205268,1313.3633399993414,174.33116883116884
1773688120,8,,Aggregated,9.900000,0.000000,590,670,720,760,860,930,1000,1100,1300,1300,1300,318,0,590.0,545.0255100000423,2.078280000205268,1313.3633399993414,174.32075471698113
1773688121,8,,Aggregated,10.000000,0.000000,590,670,720,750,860,920,1000,1100,1300,1300,1300,327,0,590.0,543.4341407339778,2.078280000205268,1313.3633399993414,174.31804281345566
1773688122,8,,Aggregated,9.900000,0.000000,580,670,720,750,850,920,1000,1100,1300,1300,1300,337,0,580.0,541.7498665282156,2.078280000205268,1313.3633399993414,174.32047477744808
1773688123,8,,Aggregated,9.800000,0.000000,590,670,720,760,850,920,1000,1100,1300,1300,1300,345,0,590.0,544.1332343478592,2.078280000205268,1313.3633399993414,174.32753623188407
1773688124,8,,Aggregated,10.100000,0.000000,590,670,730,770,860,930,1000,1100,1300,1300,1300,353,0,590.0,549.5014175354378,2.078280000205268,1313.3633399993414,174.32577903682719
1773688125,8,,Aggregated,10.000000,0.000000,590,680,740,780,870,950,1000,1100,1500,1500,1500,360,0,590.0,555.543206000028,2.078280000205268,1514.1750299990235,174.32222222222222
1773688126,8,,Aggregated,9.600000,0.000000,590,680,740,770,860,950,1000,1100,1500,1500,1500,371,0,590.0,554.1153739083786,2.078280000205268,1514.1750299990235,174.32614555256066
1773688127,8,,Aggregated,9.200000,0.000000,590,680,740,770,860,950,1000,1100,1500,1500,1500,380,0,590.0,554.1331258421301,2.078280000205268,1514.1750299990235,174.31842105263158
1773688128,8,,Aggregated,9.000000,0.000000,590,680,740,780,860,940,1000,1100,1500,1500,1500,388,0,590.0,557.291267628888,2.078280000205268,1514.1750299990235,174.3221649484536
1773688129,8,,Aggregated,9.200000,0.000000,590,690,750,780,860,950,1000,1100,1500,1500,1500,395,0,590.0,559.5019899493891,2.078280000205268,1514.1750299990235,174.31898734177216
1773688130,8,,Aggregated,8.900000,0.000000,600,690,750,780,860,940,1000,1100,1500,1500,1500,403,0,600.0,562.6600836476738,2.078280000205268,1514.1750299990235,174.31265508684862
1773688131,8,,Aggregated,9.000000,0.000000,610,690,740,780,860,940,1000,1100,1500,1500,1500,411,0,610.0,564.2972246715602,2.078280000205268,1514.1750299990235,174.31630170316302
1773688136,8,,Aggregated,7.700000,0.000000,610,690,740,780,860,940,1000,1100,1500,1500,1500,420,0,610.0,565.9060320000331,2.078280000205268,1514.1750299990235,174.31666666666666
1773688137,8,,Aggregated,7.000000,0.000000,610,690,750,780,860,940,1000,1100,1500,1500,1500,425,0,610.0,569.422859717682,2.078280000205268,1514.1750299990235,174.32
1773688138,8,,Aggregated,5.800000,0.000000,620,700,750,790,880,970,1000,1100,1500,1500,1500,434,0,620.0,575.8166268664063,2.078280000205268,1514.1750299990235,174.31566820276498
1773688139,8,,Aggregated,5.200000,0.000000,620,700,760,800,890,970,1000,1100,1500,1500,1500,441,0,620.0,579.560935306174,2.078280000205268,1514.1750299990235,174.3151927437642
1773688140,8,,Aggregated,5.200000,0.000000,620,700,760,800,890,970,1000,1100,1500,1500,1500,448,0,620.0,581.5854974330853,2.078280000205268,1514.1750299990235,174.31919642857142
1773688141,8,,Aggregated,5.100000,0.000000,620,700,760,790,890,970,1000,1100,1500,1500,1500,458,0,620.0,581.4815688865091,2.078280000205268,1514.1750299990235,174.31659388646287
1773688142,8,,Aggregated,4.600000,0.000000,620,710,760,790,890,970,1000,1100,1500,1500,1500,465,0,620.0,583.0325432903717,2.078280000205268,1514.1750299990235,174.32043010752687
1773688143,8,,Aggregated,4.800000,0.000000,630,710,760,800,890,970,1000,1100,1500,1500,1500,471,0,630.0,585.5280105096092,2.078280000205268,1514.1750299990235,174.3227176220807
1773688144,8,,Aggregated,4.900000,0.000000,630,710,770,800,900,970,1000,1100,1500,1500,1500,480,0,630.0,590.9437511250525,2.078280000205268,1514.1750299990235,174.325
1773688145,8,,Aggregated,4.900000,0.000000,630,710,760,800,900,970,1000,1100,1500,1500,1500,488,0,630.0,591.976774918081,2.078280000205268,1514.1750299990235,174.32991803278688
1773688146,8,,Aggregated,5.500000,0.000000,630,710,760,800,890,970,1000,1100,1500,1500,1500,497,0,630.0,591.654241991996,2.078280000205268,1514.1750299990235,174.32997987927564
